CB Link ID,Boro,Community Board,Latitude,Longitude,Link Installation Status,Smallest PPT,Street Address,Kiosk Bearing,Boro ID,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Location
LINK-000991,Manhattan,107,40.786403,-73.9783,A - Link Live,121304,2299 BROADWAY,106 E,NY-MN,mn-07-121304,2004-09-16,03/29/2016,"(40.786403, -73.978300000000004)"
LINK-000992,Manhattan,107,40.787028,-73.977832,A - Link Live,121306,2315 BROADWAY,107 E,NY-MN,mn-07-121306,12/14/16,11/02/2016,"(40.787027999999999, -73.977832000000006)"
LINK-000994,Manhattan,107,40.787249,-73.97765,A - Link Live,133810,2321 BROADWAY,140 SE,NY-MN,mn-07-133810,12/14/16,11/02/2016,"(40.787249000000003, -73.977649999999997)"
LINK-000995,Manhattan,107,40.786896,-73.977483,A - Link Live,121247,2310 BROADWAY,320 NW,NY-MN,mn-07-121247,2005-04-16,04/22/2016,"(40.786895999999999, -73.977483000000007)"
LINK-000997,Manhattan,107,40.788006,-73.976545,A - Link Live,107814,2350 BROADWAY,335 NW,NY-MN,mn-07-107814,2008-10-16,07/22/2016,"(40.788006000000003, -73.976545000000002)"
LINK-001006,Bronx,204,40.819886,-73.926847,A - Link Live,140582,597 GRAND CONCOURSE,110 E,NY-BX,bx-04-140582,7/15/16,06/09/2016,"(40.819885999999997, -73.926846999999995)"
LINK-001009,Brooklyn,302,40.699342,-73.992187,A - Link Live,125681,60 H HENRY ST,44 NE,NY-BK,bk-02-125681,2/13/17,12/15/2016,"(40.699342000000001, -73.992187000000001)"
LINK-001010,Brooklyn,302,40.697589,-73.993033,A - Link Live,125682,73 CLARK ST,63 NE,NY-BK,bk-02-125682,2/13/17,12/01/2016,"(40.697589000000001, -73.993032999999997)"
LINK-001032,Brooklyn,302,40.690588,-73.984481,A - Link Live,134976,519 FULTON ST,107 E,NY-BK,bk-02-134976,2003-07-17,02/13/2017,"(40.690587999999998, -73.984481000000002)"
LINK-001078,Brooklyn,309,40.660852,-73.960581,A - Link Live,126569,535 FLATBUSH AVE,274 W,NY-BK,bk-09-126569,2003-07-17,02/17/2017,"(40.660851999999998, -73.960581000000005)"
LINK-001122,Queens,409,40.71317,-73.829803,A - Link Live,128371,80-55 KEW GARDENS ROAD,219 SW,NY-QN,qu-09-128371,7/29/16,07/20/2016,"(40.713169999999998, -73.829802999999998)"
LINK-001123,Queens,406,40.717664,-73.836262,A - Link Live,124182,112-28 QUEENS BLVD,8 N,NY-QN,qu-06-124182,7/29/16,07/20/2016,"(40.717663999999999, -73.836262000000005)"
LINK-001125,Queens,406,40.719293,-73.839741,A - Link Live,124180,110-44 QUEENS BLVD,4 N,NY-QN,qu-06-124180,7/29/16,07/20/2016,"(40.719293, -73.839741000000004)"
LINK-001134,Queens,406,40.728299,-73.858076,A - Link Live,124200,98-04 Queens Blvd,15 N,NY-QN,qu-06-124200,11/30/16,11/05/2016,"(40.728299, -73.858075999999997)"
LINK-001140,Queens,404,40.734546,-73.874704,A - Link Live,124921,89-02 Queens Blvd,11 N,NY-QN,qu-04-124921,12/29/16,11/05/2016,"(40.734546000000002, -73.874703999999994)"
LINK-001149,Queens,402,40.741288,-73.904656,A - Link Live,124939,59-40 Queens Blvd,8 n,NY-QN,qu-02-124939,2001-05-17,11/05/2016,"(40.741287999999997, -73.904656000000003)"
LINK-001152,Queens,402,40.742912,-73.91854,A - Link Live,124947,46-02 Queens Blvd,2 n,NY-QN,qu-02-124947,2002-02-17,11/05/2016,"(40.742911999999997, -73.918539999999993)"
LINK-001154,Queens,402,40.743063,-73.920684,A - Link Live,128387,45-02 44 STREET,109 E,NY-QN,qu-02-128387,2002-02-17,11/19/2016,"(40.743062999999999, -73.920683999999994)"
LINK-001155,Queens,402,40.743221,-73.921257,A - Link Live,142124,43-02 Queens Blvd,37 NE,NY-QN,qu-02-142124,2002-02-17,11/19/2016,"(40.743220999999998, -73.921256999999997)"
LINK-001159,Queens,402,40.743823,-73.926455,A - Link Live,143422,38-18 QUEENS BLVD,352 N,NY-QN,qu-02-143422,2002-02-17,11/19/2016,"(40.743822999999999, -73.926455000000004)"
LINK-001160,Queens,402,40.743878,-73.926926,A - Link Live,124955,38-02 QUEENS BLVD,5 N,NY-QN,qu-02-124955,2/21/17,11/19/2016,"(40.743878000000002, -73.926925999999995)"
LINK-001194,Queens,402,40.744151,-73.929829,A - Link Live,143797,45-01 35 Street,353 N,NY-QN,qu-02-143797,2002-07-17,11/05/2016,"(40.744151000000002, -73.929828999999998)"
LINK-001195,Queens,402,40.744278,-73.930399,A - Link Live,102099,34-02 Queens Blvd,25 NE,NY-QN,qu-01-102099,2002-02-17,11/05/2016,"(40.744278000000001, -73.930398999999994)"
LINK-001353,Bronx,207,40.867326,-73.897195,A - Link Live,119749,2 EAST KINGSBRIDGE ROAD,308 NW,NY-BX,bx-07-119749,2002-08-17,01/25/2017,"(40.867325999999998, -73.897194999999996)"
LINK-001354,Bronx,207,40.867362,-73.897624,A - Link Live,119760,2663 Jerome Ave,121 SE,NY-BX,bx-07-119760,7/19/16,07/01/2016,"(40.867362, -73.897623999999993)"
LINK-001363,Bronx,204,40.839445,-73.915848,A - Link Live,119157,96 East 170 street,103 E,NY-BX,bx-04-119157,9/15/16,06/09/2016,"(40.839444999999998, -73.915847999999997)"
LINK-001365,Bronx,205,40.857756,-73.901091,A - Link Live,102420,126 East 183 street,22 N,NY-BX,bx-05-102420,6/29/16,05/12/2016,"(40.857756000000002, -73.901090999999994)"
LINK-001484,Manhattan,107,40.790053,-73.974767,A - Link Live,133391,216 West 89st,17 N,NY-MN,mn-07-133391,10/25/16,06/24/2016,"(40.790053, -73.974767)"
LINK-001488,Manhattan,107,40.790899,-73.974297,A - Link Live,121255,2440 Broadway,325 NW,NY-MN,mn-07-121255,6/27/16,05/20/2016,"(40.790899000000003, -73.974297000000007)"
LINK-001490,Manhattan,107,40.790818,-73.97481,A - Link Live,121295,2431 Broadway,34 NE,NY-MN,mn-07-121295,6/27/16,05/27/2016,"(40.790818000000002, -73.974810000000005)"
LINK-001492,Manhattan,107,40.791401,-73.973822,A - Link Live,121254,215 West 91st,224 SW,NY-MN,mn-07-121254,2007-07-16,06/24/2016,"(40.791401, -73.973821999999998)"
LINK-001495,Manhattan,107,40.791943,-73.973425,A - Link Live,121253,214 West 92st,23 NE,NY-MN,mn-07-121253,2007-07-16,05/27/2016,"(40.791943000000003, -73.973425000000006)"
LINK-001502,Manhattan,107,40.79382,-73.972036,A - Link Live,107918,230 West 95 Street,28 NE,NY-MN,mn-07-107918,2007-07-16,06/04/2016,"(40.793819999999997, -73.972036000000003)"
LINK-001503,Manhattan,107,40.794041,-73.972568,A - Link Live,120596,250 West 95 Street,43 NE,NY-MN,mn-07-120596,2007-07-16,05/20/2016,"(40.794041, -73.972567999999995)"
LINK-001504,Manhattan,107,40.794461,-73.971574,A - Link Live,100260,214 West 96 Street,40 NE,NY-MN,mn-07-100260,11/23/16,11/04/2016,"(40.794460999999998, -73.971574000000004)"
LINK-001507,Manhattan,107,40.795171,-73.971048,A - Link Live,120513,230 West 97 Street,16 N,NY-MN,mn-07-120513,2007-08-16,05/27/2016,"(40.795171000000003, -73.971047999999996)"
LINK-001542,Manhattan,107,40.796566,-73.970619,A - Link Live,120285,2617 Broadway,120 SE,NY-MN,mn-07-120285,2011-02-16,10/03/2016,"(40.796565999999999, -73.970618999999999)"
LINK-001543,Manhattan,107,40.796762,-73.970651,A - Link Live,107801,243 Broadway,195 S,NY-MN,mn-07-107801,7/21/16,07/10/2016,"(40.796762000000001, -73.970651000000004)"
LINK-001546,Manhattan,107,40.797148,-73.96963,A - Link Live,120510,219 West 100 st,212 SW,NY-MN,mn-07-120510,2009-06-16,08/13/2016,"(40.797148, -73.969629999999995)"
LINK-001556,Manhattan,107,40.798954,-73.968326,A - Link Live,120393,216 West 103st,25 NE,NY-MN,mn-07-120393,2007-07-16,06/17/2016,"(40.798954000000002, -73.968326000000005)"
LINK-001557,Manhattan,107,40.79933,-73.96823,A - Link Live,107810,2704 Broadway,315 NW,NY-MN,mn-07-107810,2007-07-16,06/11/2016,"(40.799329999999998, -73.968230000000005)"
LINK-001558,Manhattan,107,40.799628,-73.967971,A - Link Live,120392,234 West 104st,25 NE,NY-MN,mn-07-120392,2011-02-16,10/14/2016,"(40.799627999999998, -73.967971000000006)"
LINK-001595,Manhattan,107,40.800581,-73.967782,A - Link Live,120391,2740 Broadway,281 W,NY-MN,mn-07-120391,2007-11-16,06/24/2016,"(40.800581000000001, -73.967782)"
LINK-001600,Manhattan,107,40.802126,-73.967493,A - Link Live,120402,249 West 107 Street,229 SW,NY-MN,mn-07-120402,2007-08-16,05/20/2016,"(40.802126000000001, -73.967493000000005)"
LINK-001602,Manhattan,107,40.802455,-73.968149,A - Link Live,120266,2781 Broadway,108 E,NY-MN,mn-07-120266,2007-01-16,05/20/2016,"(40.802455000000002, -73.968148999999997)"
LINK-001604,Manhattan,107,40.802944,-73.967379,A - Link Live,120401,2800 Broadway,316 NW,NY-MN,mn-07-120401,7/20/16,06/11/2016,"(40.802943999999997, -73.967378999999994)"
LINK-001605,Manhattan,107,40.803721,-73.967381,A - Link Live,120268,301 West 109st,204 SW,NY-MN,mn-07-120268,6/29/16,06/17/2016,"(40.803721000000003, -73.967381000000003)"
LINK-001612,Manhattan,109,40.805472,-73.965526,A - Link Live,120409,2880 Broadway,305 NW,NY-MN,mn-09-120409,6/29/16,06/11/2016,"(40.805472000000002, -73.965525999999997)"
LINK-001675,Manhattan,106,40.75096,-73.974135,A - Link Live,133439,675 3rd Ave,,NY-MN,mn-06-133439,7/21/16,07/19/2016,"(40.750959999999999, -73.974135000000004)"
LINK-001676,Manhattan,109,40.805923,-73.965081,A - Link Live,120408,562 West 113 Street,26 NE,NY-MN,mn-09-120408,2007-01-16,05/27/2016,"(40.805923, -73.965080999999998)"
LINK-001678,Manhattan,109,40.820281,-73.955267,A - Link Live,120374,601 West 135 Street,135 SE,NY-MN,mn-09-120374,2007-06-16,06/11/2016,"(40.820281000000001, -73.955267000000006)"
LINK-001680,Manhattan,109,40.82077,-73.954821,A - Link Live,120365,3359 Broadway,112 E,NY-MN,mn-09-120365,2007-07-16,06/17/2016,"(40.820770000000003, -73.954820999999995)"
LINK-001682,Manhattan,109,40.822319,-73.953676,A - Link Live,111128,3407 Broadway,147 SE,NY-MN,mn-09-111128,7/14/16,06/17/2016,"(40.822319, -73.953676000000002)"
LINK-001683,Manhattan,109,40.822495,-73.953007,A - Link Live,120419,572 West 139 Street,40 NE,NY-MN,mn-09-120419,2007-01-16,05/14/2016,"(40.822495000000004, -73.953006999999999)"
LINK-001684,Manhattan,109,40.823326,-73.953041,A - Link Live,120371,600 West 140 Street,308 NW,NY-MN,mn-09-120371,2007-01-16,06/17/2016,"(40.823326000000002, -73.953040999999999)"
LINK-001688,Manhattan,109,40.808039,-73.964212,A - Link Live,120262,600 West 116st,28 NE,NY-MN,mn-09-120262,6/29/16,05/21/2016,"(40.808039000000001, -73.964212000000003)"
LINK-001689,Manhattan,109,40.807508,-73.964488,A - Link Live,137848,2943 Broadway,109 E,NY-MN,mn-09-137848,2009-06-16,08/13/2016,"(40.807507999999999, -73.964488000000003)"
LINK-001690,Manhattan,109,40.807296,-73.964646,A - Link Live,120261,2939 Broadway,100 E,NY-MN,mn-09-120261,3/13/17,02/11/2017,"(40.807296000000001, -73.964646000000002)"
LINK-001691,Manhattan,109,40.80676,-73.965108,A - Link Live,120387,600 West 114st,25 NE,NY-MN,mn-09-120387,2/27/17,02/04/2017,"(40.806759999999997, -73.965108000000001)"
LINK-001695,Manhattan,109,40.824559,-73.951597,A - Link Live,111652,3480 Broadway,337 NW,NY-MN,mn-09-111652,2007-01-16,05/27/2016,"(40.824559000000001, -73.951597000000007)"
LINK-001696,Manhattan,109,40.825091,-73.951659,A - Link Live,120360,3497 Broadway,136 SE,NY-MN,mn-09-120360,2007-06-16,06/11/2016,"(40.825091, -73.951659000000006)"
LINK-001699,Manhattan,109,40.825508,-73.950907,A - Link Live,111954,3514 Broadway,178 S,NY-MN,mn-09-111954,7/14/16,06/04/2016,"(40.825507999999999, -73.950907000000001)"
LINK-001702,Manhattan,109,40.82609,-73.950482,A - Link Live,111651,3536 Broadway,237 SW,NY-MN,mn-09-111651,7/14/16,06/24/2016,"(40.826090000000001, -73.950481999999994)"
LINK-001703,Manhattan,109,40.826377,-73.950718,A - Link Live,120363,3539 Broadway,108 E,NY-MN,mn-09-120363,10/21/16,10/03/2016,"(40.826377000000001, -73.950717999999995)"
LINK-001705,Manhattan,109,40.825446,-73.947868,A - Link Live,100210,501 West 145 Street,212 SW,NY-MN,mn-09-100210,2002-01-17,08/19/2016,"(40.825445999999999, -73.947868)"
LINK-001706,Manhattan,109,40.825419,-73.947604,A - Link Live,120565,1722 Amsterdam Ave,111 E,NY-MN,mn-09-120565,2002-01-17,06/24/2016,"(40.825418999999997, -73.947603999999998)"
LINK-001710,Staten Island,503,40.561754,-74.112158,A - Link Live,125464,285 Mill Road,120 SE,NY-SI,si-03-125464,1/25/17,12/20/2016,"(40.561754000000001, -74.112157999999994)"
LINK-001712,Staten Island,502,40.565851,-74.114223,A - Link Live,145544,2710 Hylan Blvd,311 NW,NY-SI,si-02-145544,2/22/17,01/31/2017,"(40.565851000000002, -74.114222999999996)"
LINK-001714,Staten Island,502,40.57031,-74.109659,A - Link Live,125463,404 New Dorp Lane,38 NE,NY-SI,si-02-125463,2/22/17,01/31/2017,"(40.570309999999999, -74.109658999999994)"
LINK-001715,Staten Island,502,40.570635,-74.109918,A - Link Live,125470,381 New Dorp Ln,212 SW,NY-SI,si-02-125470,2012-09-16,11/14/2016,"(40.570635000000003, -74.109917999999993)"
LINK-001716,Staten Island,502,40.572855,-74.114085,A - Link Live,125472,201 New Dorp Ln,212 SW,NY-SI,si-02-125472,2012-09-16,11/14/2016,"(40.572854999999997, -74.114085000000003)"
LINK-001750,Staten Island,502,40.577771,-74.10231,A - Link Live,125467,2154 Hylan Blvd,316 NW,NY-SI,si-02-125467,2/22/17,01/31/2017,"(40.577770999999998, -74.102310000000003)"
LINK-001752,Staten Island,502,40.590983,-74.100732,A - Link Live,125476,19 Seaview Ave,202 S,NY-SI,si-02-125476,2/28/17,01/31/2017,"(40.590983000000001, -74.100731999999994)"
LINK-001757,Staten Island,502,40.598523,-74.082329,A - Link Live,145522,1177 Hylan Blvd,146 SE,NY-SI,si-02-145522,2/28/17,01/31/2017,"(40.598523, -74.082329000000001)"
LINK-001773,Bronx,207,40.867627,-73.89873,A - Link Live,119873,26 West Kingsbridge Rd,14 N,NY-BX,bx-07-119873,7/15/16,06/09/2016,"(40.867626999999999, -73.89873)"
LINK-001774,Bronx,207,40.867828,-73.899576,A - Link Live,119874,56 West Kingsbridge Road,21 N,NY-BX,bx-07-119874,7/19/16,07/01/2016,"(40.867828000000003, -73.899575999999996)"
LINK-001777,Bronx,205,40.862314,-73.900316,A - Link Live,119573,2454 Walton Ave,307 NW,NY-BX,bx-05-119573,9/15/16,08/27/2016,"(40.862313999999998, -73.900316000000004)"
LINK-001780,Bronx,205,40.86063,-73.902369,A - Link Live,119606,2374 Jerome Ave,258 W,NY-BX,bx-05-119606,2007-01-16,06/09/2016,"(40.86063, -73.902368999999993)"
LINK-001785,Bronx,204,40.831467,-73.921747,A - Link Live,119048,105 East 165 Street,183 S,NY-BX,bx-04-119048,6/15/16,05/12/2016,"(40.831467000000004, -73.921746999999996)"
LINK-001787,Bronx,205,40.853042,-73.905553,A - Link Live,119590,104 East Burnside Ave,16 N,NY-BX,bx-05-119590,2007-01-16,06/09/2016,"(40.853042000000002, -73.905552999999998)"
LINK-001788,Bronx,205,40.853157,-73.905403,A - Link Live,119592,101 East Burnside Ave,208 SW,NY-BX,bx-05-119592,2007-07-16,06/09/2016,"(40.853157000000003, -73.905403000000007)"
LINK-001792,Bronx,204,40.818942,-73.92837,A - Link Live,119146,135 East 149st,262 W,NY-BX,bx-04-119146,6/15/16,05/12/2016,"(40.818942, -73.928370000000001)"
LINK-001820,Queens,412,40.706357,-73.792205,A - Link Live,141553,168-06 Jamaica Ave,350 N,NY-QN,qu-12-141553,9/28/16,08/18/2016,"(40.706356999999997, -73.792204999999996)"
LINK-001821,Queens,412,40.706507,-73.792368,A - Link Live,141536,168-03 Jamaica Ave,155 SE,NY-QN,qu-12-141536,9/28/16,08/18/2016,"(40.706507000000002, -73.792367999999996)"
LINK-001824,Queens,409,40.713983,-73.830838,A - Link Live,124172,80-02 Kew Gardens Rd,65 NE,NY-QN,qu-09-124172,11/30/16,11/05/2016,"(40.713982999999999, -73.830838)"
LINK-001827,Queens,406,40.715758,-73.833513,A - Link Live,124184,116-12 Queens Blvd,303 NW,NY-QN,qu-06-124184,7/29/16,07/20/2016,"(40.715758000000001, -73.833512999999996)"
LINK-002058,Manhattan,109,40.827321,-73.950028,A - Link Live,111986,3569 Broadway,66 NE,NY-MN,mn-09-111986,7/20/16,07/14/2016,"(40.827320999999998, -73.950028000000003)"
LINK-002059,Manhattan,109,40.827932,-73.949581,A - Link Live,111985,3581 Broadway,116 SE,NY-MN,mn-09-111985,7/20/16,07/15/2016,"(40.827931999999997, -73.949580999999995)"
LINK-002061,Manhattan,109,40.82758,-73.949288,A - Link Live,120434,546 WEST 147ST,13 N,NY-MN,mn-09-120434,8/22/16,08/01/2016,"(40.827579999999998, -73.949287999999996)"
LINK-002062,Manhattan,109,40.828097,-73.949017,A - Link Live,111874,3596 Broadway,312 NW,NY-MN,mn-09-111874,2008-03-16,07/14/2016,"(40.828097, -73.949016999999998)"
LINK-002064,Manhattan,109,40.828543,-73.949135,A - Link Live,120352,3601 Broadway,104 E,NY-MN,mn-09-120352,2008-03-16,07/20/2016,"(40.828543000000003, -73.949134999999998)"
LINK-002065,Manhattan,109,40.829037,-73.948869,A - Link Live,120354,600 West 149st,359 N,NY-MN,mn-09-120354,7/21/16,07/15/2016,"(40.829037, -73.948869000000002)"
LINK-002068,Manhattan,109,40.829675,-73.947866,A - Link Live,102722,3642 BROADWAY,300 NW,NY-MN,mn-09-102722,2008-04-16,07/20/2016,"(40.829675000000002, -73.947866000000005)"
LINK-002070,Manhattan,109,40.830208,-73.947909,A - Link Live,120356,3659 Broadway,78 E,NY-MN,mn-09-120356,7/20/16,07/15/2016,"(40.830207999999999, -73.947908999999996)"
LINK-002072,Manhattan,109,40.830586,-73.947195,A - Link Live,111931,3670 Broadway,305 NW,NY-MN,mn-09-111931,7/20/16,07/10/2016,"(40.830585999999997, -73.947194999999994)"
LINK-002073,Manhattan,109,40.830876,-73.946986,A - Link Live,111936,3680 BROADWAY,305 NW,NY-MN,mn-09-111936,2008-04-16,07/22/2016,"(40.830876000000004, -73.946985999999995)"
LINK-002084,Manhattan,112,40.836501,-73.942787,A - Link Live,120445,581 WEST 161 STREET,17 N,NY-MN,mn-12-120445,7/21/16,07/08/2016,"(40.836500999999998, -73.942786999999996)"
LINK-002214,Brooklyn,302,40.682932,-73.963959,A - Link Live,132668,979 FULTON STREET,,NY-BK,bk-02-132668,1/25/17,12/01/2016,"(40.682932000000001, -73.963959000000003)"
LINK-002341,Brooklyn,303,40.67896,-73.924424,A - Link Live,126646,1874 Fulton St,11 N,NY-BK,bk-03-126646,2011-08-16,10/27/2016,"(40.678959999999996, -73.924424000000002)"
LINK-002342,Brooklyn,303,40.679232,-73.927098,A - Link Live,126644,1803 Fulton Street,175 S,NY-BK,bk-03-126644,2011-09-16,10/27/2016,"(40.679231999999999, -73.927098000000001)"
LINK-002345,Brooklyn,303,40.678654,-73.916507,A - Link Live,126647,1961 FULTON STREET,,NY-BK,bk-03-126647,2/24/17,11/11/2016,"(40.678654000000002, -73.916506999999996)"
LINK-002347,Brooklyn,316,40.678354,-73.911008,A - Link Live,126635,2057 FULTON STREET,196 S,NY-BK,bk-16-126635,2012-09-16,11/11/2016,"(40.678353999999999, -73.911007999999995)"
LINK-002348,Brooklyn,316,40.678079,-73.908374,A - Link Live,126638,2208 FULTON STREET,,NY-BK,bk-03-126638,1/17/17,12/22/2016,"(40.678078999999997, -73.908373999999995)"
LINK-002455,Brooklyn,309,40.6688,-73.958717,A - Link Live,126619,856 FRANKLIN AVE,,NY-BK,bk-09-126619,2012-05-16,11/11/2016,"(40.668799999999997, -73.958716999999993)"
LINK-002456,Brooklyn,309,40.669652,-73.958261,A - Link Live,126617,837 FRANKLIN AVE,,NY-BK,bk-09-126617,2012-09-16,11/11/2016,"(40.669651999999999, -73.958260999999993)"
LINK-002457,Brooklyn,309,40.670318,-73.958173,A - Link Live,126616,806 FRANKLIN AVE,,NY-BK,bk-09-126616,2002-08-17,12/22/2016,"(40.670318000000002, -73.958173000000002)"
LINK-002526,Brooklyn,302,40.68845294,-73.9824699,A - Link Live,126838,275 LIVINGSTON ST,,NY-BK,bk-02-126838,1/30/17,11/11/2016,"(40.688452939751699, -73.982469904485498)"
LINK-002528,Brooklyn,302,40.687812,-73.981285,A - Link Live,126839,340 LIVINGSTON ST,23 NE,NY-BK,bk-02-126839,1/20/17,11/13/2016,"(40.687812000000001, -73.981285)"
LINK-002533,Brooklyn,302,40.68696059,-73.97637079,A - Link Live,126807,56 Lafayette Ave,,NY-BK,bk-02-126807,2001-09-17,11/11/2016,"(40.686960587781897, -73.976370791049007)"
LINK-002674,Queens,402,40.744451,-73.931875,A - Link Live,124952,32-44 QUEENS BLVD,,NY-QN,qu-02-124952,2002-02-17,11/05/2016,"(40.744450999999998, -73.931875000000005)"
LINK-002677,Manhattan,101,40.718036,-74.001021,A - Link Live,122319,106 LAFAYETTE STREET,137 SE,NY-MN,mn-01-122319,2009-06-16,08/11/2016,"(40.718035999999998, -74.001020999999994)"
LINK-002678,Manhattan,101,40.717828,-74.000962,A - Link Live,137165,101 LAFAYETTE STREET,332 NW,NY-MN,mn-01-137165,2009-06-16,08/01/2016,"(40.717827999999997, -74.000962000000001)"
LINK-002679,Manhattan,101,40.717484,-74.001523,A - Link Live,137940,90 LAFAYETTE STREET,130 SE,NY-MN,mn-01-137940,7/21/16,07/12/2016,"(40.717483999999999, -74.001523000000006)"
LINK-002680,Manhattan,101,40.717243,-74.001743,A - Link Live,137333,80 LAFAYETTE STREET,70 E,NY-MN,mn-01-137333,7/21/16,07/13/2016,"(40.717243000000003, -74.001743000000005)"
LINK-002682,Manhattan,101,40.716033,-74.00257,A - Link Live,123431,45 LAFAYETTE STREET,331 NW,NY-MN,mn-01-123431,7/21/16,07/12/2016,"(40.716033000000003, -74.002570000000006)"
LINK-002683,Manhattan,101,40.715485,-74.002666,A - Link Live,137399,125 WORTH STREET,229 SW,NY-MN,mn-01-137399,12/14/16,10/19/2016,"(40.715485000000001, -74.002666000000005)"
LINK-003010,Manhattan,102,40.733893,-73.991066,A - Link Live,133446,835 BROADWAY,299 NW,NY-MN,mn-02-133446,11/18/16,10/29/2016,"(40.733893000000002, -73.991066000000004)"
LINK-003015,Manhattan,103,40.731157,-73.985928,A - Link Live,115305,193 2 AVENUE,125 SE,NY-MN,mn-03-115305,9/13/16,07/08/2016,"(40.731157000000003, -73.985928000000001)"
LINK-003226,Manhattan,103,40.73108,-73.985739,A - Link Live,138575,192 2 AVENUE,308 NW,NY-MN,mn-03-138575,9/19/16,07/08/2016,"(40.731079999999999, -73.985738999999995)"
LINK-003227,Manhattan,103,40.730539,-73.986394,A - Link Live,138573,175 2 AVENUE,121 SE,NY-MN,mn-03-138573,9/13/16,07/10/2016,"(40.730539, -73.986394000000004)"
LINK-003228,Manhattan,103,40.730881,-73.985882,A - Link Live,123270,190 2 AVENUE,312 NW,NY-MN,mn-03-123270,9/13/16,07/02/2016,"(40.730880999999997, -73.985882000000004)"
LINK-003229,Manhattan,103,40.730249,-73.986348,A - Link Live,123269,170 2 AVENUE,311 NW,NY-MN,mn-03-123269,9/13/16,07/10/2016,"(40.730249000000001, -73.986348000000007)"
LINK-003230,Manhattan,103,40.729236,-73.987081,A - Link Live,123812,146 2 AVENUE,305 NW,NY-MN,mn-03-123812,11/30/16,11/05/2016,"(40.729236, -73.987081000000003)"
LINK-003232,Manhattan,103,40.72848,-73.987875,A - Link Live,131017,131 2 AVENUE,106 E,NY-MN,mn-03-131017,9/15/16,09/02/2016,"(40.728479999999998, -73.987875000000003)"
LINK-003234,Manhattan,103,40.72824,-73.987837,A - Link Live,128751,124 2 AVENUE,302 NW,NY-MN,mn-03-128751,9/13/16,07/20/2016,"(40.72824, -73.987836999999999)"
LINK-003235,Manhattan,103,40.728027,-73.987965,A - Link Live,123814,118 2 AVENUE,310 NW,NY-MN,mn-03-123814,9/13/16,07/20/2016,"(40.728026999999997, -73.987965000000003)"
LINK-003236,Manhattan,103,40.728159,-73.988128,A - Link Live,107697,121 2 AVENUE,115 SE,NY-MN,mn-03-107697,2012-12-16,11/12/2016,"(40.728158999999998, -73.988128000000003)"
LINK-003237,Manhattan,103,40.72746,-73.988372,A - Link Live,123273,104 2 AVENUE,311 NW,NY-MN,mn-03-123273,9/19/16,09/02/2016,"(40.727460000000001, -73.988371999999998)"
LINK-003239,Manhattan,103,40.726263,-73.989248,A - Link Live,123260,72 2 AVENUE,321 NW,NY-MN,mn-03-123260,11/16/16,09/02/2016,"(40.726263000000003, -73.989248000000003)"
LINK-003240,Manhattan,103,40.726474,-73.989357,A - Link Live,108323,73 2 AVENUE,104 E,NY-MN,mn-03-108323,2010-07-16,09/02/2016,"(40.726474000000003, -73.989356999999998)"
LINK-003241,Manhattan,103,40.726049,-73.989403,A - Link Live,137382,68 2 AVENUE,299 NW,NY-MN,mn-03-137382,9/15/16,09/02/2016,"(40.726049000000003, -73.989402999999996)"
LINK-003242,Manhattan,103,40.725641,-73.989698,A - Link Live,123820,54 2 AVENUE,304 NW,NY-MN,mn-03-123820,9/15/16,09/02/2016,"(40.725641000000003, -73.989698000000004)"
LINK-003244,Manhattan,103,40.721716,-73.993343,A - Link Live,108238,217 BOWERY,285 W,NY-MN,mn-03-108238,8/19/16,07/22/2016,"(40.721716000000001, -73.993342999999996)"
LINK-003247,Manhattan,102,40.720597,-73.994078,A - Link Live,100727,178 BOWERY,111 E,NY-MN,mn-02-100727,8/19/16,07/12/2016,"(40.720596999999998, -73.994078000000002)"
LINK-003249,Manhattan,103,40.719905,-73.994058,A - Link Live,108589,169 BOWERY,299 NW,NY-MN,mn-03-108589,8/19/16,07/12/2016,"(40.719904999999997, -73.994057999999995)"
LINK-003309,Manhattan,105,40.759971,-73.984342,A - Link Live,133359,201 WEST 48 STREET,208 SW,NY-MN,mn-05-133359,2011-10-16,10/22/2016,"(40.759971, -73.984341999999998)"
LINK-003316,Manhattan,105,40.76164,-73.982996,A - Link Live,122651,780 7 AVENUE,129 SE,NY-MN,mn-05-122651,2011-11-16,10/16/2016,"(40.76164, -73.982996)"
LINK-003352,Manhattan,105,40.762366,-73.982552,A - Link Live,122656,200 WEST 52 STREET,38 NE,NY-MN,mn-05-122656,2011-10-16,10/15/2016,"(40.762366, -73.982551999999998)"
LINK-003357,Manhattan,105,40.764717,-73.980475,A - Link Live,122647,879 7 AVENUE,323 NW,NY-MN,mn-05-122647,11/18/16,10/16/2016,"(40.764716999999997, -73.980474999999998)"
LINK-003358,Manhattan,105,40.764873,-73.980732,A - Link Live,122649,200 WEST 56 STREET,358 N,NY-MN,mn-05-122649,2011-11-16,10/15/2016,"(40.764873000000001, -73.980732000000003)"
LINK-003474,Manhattan,107,40.793311,-73.971047,A - Link Live,120610,718 AMSTERDAM AVENUE,101 E,NY-MN,mn-07-120610,2010-10-16,08/05/2016,"(40.793311000000003, -73.971046999999999)"
